CR_lounge_220110_0731.s0_chunk27.16kHz.wav,c,1503.7564664731508
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,b,-4293.9355976722891
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,f,490.19192036527966
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,m,-159.11034626854598
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,o,-156.38141124194317
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,p,-28.930342517965073
CR_lounge_220110_0731.s0_chunk27.16kHz.wav,v,163.41296058315766
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,c,295.56285465495239
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,b,-412.308645877446
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,f,-202.32818094341746
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,m,-189.13947477513193
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,o,143.18414618416955
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,p,765.16656434690958
CR_lounge_220110_0731.s0_chunk18.16kHz.wav,v,-1221.5005952457964
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,c,85.117885085986927
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,b,-1197.0271239786343
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,f,-87.968617160971007
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,m,-5.8916261005260822
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,o,217.71241349167394
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,p,283.53861600014898
CR_lounge_220110_0731.s0_chunk70.16kHz.wav,v,-443.42641783742238
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,c,-132.67977766743661
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,b,787.45629731865029
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,f,-417.98367050560091
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,m,42.922265081409932
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,o,520.98517768290321
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,p,900.31188802024644
CR_lounge_220110_0731.s0_chunk0.16kHz.wav,v,-1270.7889223040497
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,c,1068.2457030342775
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,b,-2390.8545042324804
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,f,49.248308677464593
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,m,139.07396074726603
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,o,457.11858300869153
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,p,540.45743986065827
CR_lounge_220110_0731.s0_chunk39.16kHz.wav,v,-542.28102578853759
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,c,360.63768795179385
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,b,-795.48355185641412
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,f,11.874104327383066
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,m,-268.18877013258589
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,o,124.09176435458085
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,p,553.72294263986987
CR_lounge_220110_0731.s0_chunk5.16kHz.wav,v,-1077.3684405866761
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,c,297.33405761678387
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,b,-1584.6757718447143
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,f,-50.52598559451053
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,m,-160.72973359410935
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,o,173.43948415415252
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,p,430.07582252445445
CR_lounge_220110_0731.s0_chunk24.16kHz.wav,v,-424.7050020757215
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,c,1521.3188368975634
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,b,-1739.4822409481403
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,f,84.351079067805586
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,m,-49.872187408962418
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,o,130.27018073174713
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,p,485.76427379276993
CR_lounge_220110_0731.s0_chunk72.16kHz.wav,v,-737.83563731757567
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,c,628.21266536506573
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,b,-1690.4040553346958
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,f,73.777413191858614
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,m,-170.88291870736339
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,o,87.198124304120938
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,p,549.84400990808444
CR_lounge_220110_0731.s0_chunk15.16kHz.wav,v,-974.98410115392744
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,c,-113.72753848589946
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,b,-1196.7060781996888
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,f,-272.21308815799875
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,m,179.19088220663434
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,o,276.69386249587114
CR_lounge_220110_0731.s0_chunk16.16kHz.wav,p,368.75749100091343
